Text,IsToxic
"RIP man, god bless your soul.",False
"Rest in peace, Charlie. God rest your soul.",False
RIP.  Lord have  mercy on us all.  Please have the work of Charlie continue  in Your Holy name  Jesus.,False
Every time these videos pop up in my feed now I have to be reminded that there will never be more content like this ever again,False
"RIP Charlie, your voice will live on!",False
"R.I.P. Charlie Kirk. It’s never goodbye, just see you later.",False
Today Was a very sad day. We all miss you Charlie.,False
"I’m gonna miss you, Charlie.",False
You will be so so missed Charlie Kirk ! ♥️🙏 Keep speaking truth through all of us !,False
Rest in peace I still can’t believe he’s gone❤,False
"Thank you Charlie for giving this Z youth free lectures and clarity education in many aspects and topics. Teaching them  reasoning and critical thinking which the public schooling has failed them. 
We love you Charlie!!",False
Great exchange -  disagreement and respect can co-exist. RIP Charlie.,False
Gonna miss you charlie,False
SO SO SO GOOD. WE WILL MISS YOU FOREVER CHARLIE!,False
"The fact they killed this guy blows my fucking mind. He goes onto a campus with an open platform and anyone can express their opinion with him and debate. If he's considered extreme just think how they view you. Absolutely horrifying, RIP Charlie and I hope your wife and two children can find happiness.",True
Rest in Peace Charlie K❤,False
Rip charlie your with jesus and the angels now 🙏,False
"This is the 3rd conversation by Charlie Kirk I ever heard, I didn't know him before he was assasinated. And again it's such a great conversation: respectful, good arguments, interesting",False
"RIP, Charlie.",False
Nice debate. That kid did his homework to ask the right questions to gain more information and insight!,False
R.I.P. Charlie. You will be forever missed.,False
"RIP Charlie, this world will never have another like you. Hope they arrest the PoS that did this to you!",True
"Strongly agree, Charlie! The U.S. should ensure that only those who respect and align with American values and laws, including immigrants and visitors, are allowed to stay. Criminal behavior should lead to swift deportation. 🇺🇸🇬🇧",False
"Rest in peace Charlie, you didn't deserve this just for your opinions.",False
Respectful and intelligent pair. This was refreshing!,False
I freaking miss u Charlie fly high,True
Awesome as usual. I love these debates with college kids. You have much to teach them. This student was better spoken than most. Thank you for what you're doing!,False
We miss you so much Charlie ❤,False
Imagine being killed for your opinion,True
"Rest in peace Charlie. You really made a big difference and you were one of the most competent debaters of all time. Thank you, and may God be with you in heaven.",False
I don’t think if we go to another country we have the same rights as them.,False
Charlie Kirk is the REAL MEN ❤❤❤❤ GOD BLESS AMERICA,False
Thank you Charlie for giving us a voice,False
"Huge blow to our country, our country will be so much worse off without Charlie.",True
"really nice job by this kid, give him credit",False
"Flawed, but real. 
Normal, but abnormally smart. 
Gone, but not forgotten. 

Rest easy with HIM, dear brother Kirk. And to the Kirk family: we mourn and we stand with you. 🙏",False
RIP Charlie may you get to heaven and live there for eternity may god rest your soul,True
"Rest in peace Charlie, I wish i could have met you ❤❤🙏🙏",False
"According to this man, If student visa holders burn American flags and say they hate America, they should not be deported🤡",False
RIP Charlie. The hole in my heart will not be filled. I hope god protects your soul in the afterlife,False
when he said Trump administration is doing the same with anti-semitism... the smiles stopped,False
A civil debate is a pleasure to watch,False
"i'm only subscribed to 20 channels on youtube. you're one of them, charlie. rip.",False
Miss Charlie,False
These are the Young People that will RUN & give our Country away ...,False
RIP Charlie! Forever cemented in American history.,False
Excellent conversation,False
"Great debate, that’s how it’s done. Both were calm, supported their claims, didn’t interrupt one another to much and remained respectful of one another’s stances. That’s a great example of how all debates should go. Great discussion Charlie!",False
Caring for the person going through a medical issue like that shows what kind of pure heart Charlie really had. RIP sir,False
I feel so bad for his wife and children because image having to say to your little toddlers that they can't see there dad anymore it is just so sad RIP Charlie Kirk🕊🕊✝️✝️,False
RIP charlie! You are a hero to millions ❤,False
"Rest in Peace, Charlie. 
Your impact in this world will echo through time.",False
There is nothing free for us in other countries....why do we have to allow them to do what we could not do.,False
Debates should be like this. Classy ....,False
It’s so sad someone could be so violent to somebody who genuinely just wanted to have conversations to change people’s mind,False
Rip here to just remember his best times gonna miss his videos ❤rest in peace god be with you,False
"Murdered for having an opinion! What is this world we live in??


Rip Charlie. Your memory and messages will live on.",True
"RIP Charlie and thank you, we love you. You and your family didn't deserve this. We will keep your message alive!",False
Khalil lied on his application so green card can be revoked. Court ruled on that couple days ago.,False
RIP Charlie you will be loved and remembered by so many🙏🏻❤️,False
Nowadays it's so rare to see people debating on political views without yelling or verbally attacking each other. This young man kept a respectful tone and everything went well.,False
RIP...almost never agreed with the guy but damn. No one should die like that.,True
That is how to have a discussion that leaves both people the better for having had it.,False
God bless your soul,False
Amen 🙏 Charlie! RIP!!❤,False
If your a guest in someone’s house you act accordingly you don’t get involved in a family argument and put your 2 cents in and if you do you’ve overstayed your welcome and are sent home it doesn’t seem that complicated to me,False
"Charlie we will never forget you! You've touch so many people in person and throughout the internet. We never did met in person, but watching your videos I felt like we did meet. Thank you for sharing your thoughts, ideas, questions, beliefs, and everything. I believe I'll meet you in Heaven. Rest In Peace brother.",False
"RIP man, he didn’t deserve that, Im not really a fan but he popped up in my shorts a lot and has some great thinking, never forcing anything just giving his opinion, the world and politics are going crazy nowadays man he didn’t deserve this",False
"You will be remembered
Good man",False
"“Mr. Charlie Kirk, thank you for coming to Japan and delivering your lecture against globalism. Japan, too, is committed to safeguarding its culture, traditions, and national identity, and will continue to stand firm against leftist liberalism and globalism.”",False
RIP Charlie. You are now in the hands of Jesus🕊️❤️,False
We lost a treasure today. Charlie will be forever missed.,False
"R.i.p 😢🙏
The world has lost a great guy",False
Reallu good debate. Most sensible on social media.,False
"The left needs this man to run for president cause he is calm, poised, informed, and open minded much more than most",False
"Rest in peace Charlie, I know you are with GOD, our lord Jesus. Just know that my prayers are out to your family and those whom you were close with.",False
Rip Charlie Kirk you will be missed dearly 🕊️,False
Where is this?,False
America has proper channels for legal entry. Use them. Thats all we ask.,False
Just seen what happened... ive been listening to you debate for so long... you will be missed bro... R.I.P. and my energy goes to your family bro...,False
Rip Charlie we will never forget u brother,False
LfG Charlie..,False
Rest in peace Charlie Kirk,False
"He didn't just make a ""good point"" he made an excellent one",False
Love you Charlie,False
The absolute entitlement to enter and stay in the USA is mind-boggingly staggering. WTaF?,False
Would've been really nice to have Charlie around right now with all the BS going on lately...RIP Charlie.,False
This guy was so respectful I dont agree but I respect this young man whole heartedly thank you for not resulting to vulgarity!,False
i already miss you,False
"Charlie Kirk wanted to leave the world a better place than how he found it. Through his works in educating us ALL and by spreading the gospel of Jesus Christ, I feel like he did make the world a better place ❤️. I pray that this act of evil and hatred in murdering him will not overshadow his bright light and his love for God and his country! He will be missed dearly and I hope his messages ring louder than ever! ❤ Rest in heaven Charlie",False
I miss Charlie,False
Great debate!!,False
"This student is gold! Love the way he respectfully and intelligently engaged in debate. Never once was he rude or demeaning. If he reads this, I just want him to know I thank him for sharing a different perspective with Charlie Kirk and his supporters!",False
Prayers for Charlie and his family.,False
Rest in peace Charlie.,False
"people can have an opinion let them have it it shouldn’t cost you your life, I personally don’t agree with him but that’s my opinion but wouldn’t never wish anyone harm it’s a sad world we live in. Rip thoughts with his family.",False
This was an intelligent conversation and people learn stuff,False
Charlie for US Senate!,False
I pray that one person was alright,False
"Why does Trump cut student visa but then promises china 600,000 foreign students to come to our colleges?  As a conservative I do not get it.",False
Just missed hearing his deabtes today. Anybody else?,False
Rip Charlie Kirk❣️,False
Where is the list of things that is not allowed to say or support? Anyone who sacrifices Liberty for Safety deserves neither.,False
RIP Charlie. You've made millions more Charlie Kirk's.,False
"You invite a guest into your home and they call you a POS, unless you’re a wimp you kick them out.",False
RIP charlie kirk,False
WHAT' WOULD THAT COLLEGE STUDENT DO IF THE WRONG PEOPLE THAT HE DEFENDED IGNORANTLY COME KNOCKING ON HIS DOOR TO TAKE AWAY HIS LIVELIHOOD 👎👎👎🔥🔥🔥🔥,False
This guy just received the largest compliment Charlie Kirk has ever given!,False
"I have always found this “free speech” argument strange.  Nobody has said that these activist students do not have the right to free speech.  The government merely asserts that they are invited guests, and has revoked that invitation.",False
LETS GO MAGA 🇺🇸 GOD BLESS OUR COUNTRY 🇺🇸 AND GOD BLESS PRESIDENT TRUMP🙏✝️,False
"Damn. What a great debate. This kid was just as smart, concise, respectful, and generous as Charlie. Great arguments all the way around. Man oh man do I miss you, Charlie.",False
Wonderful to hear this conversation,False
Prayers for charlie’s family,False
Who else is watching these in 2026?!,False
"As a LEGAL, productive, non-criminal, tax paying immigrant who’s successfully adapted to this society, I wish American people always remember the difference between legal immigrants like me and illegal immigrants! RIP Charlie",False
Miss you Charlie,False
"RIP Charlie 
You won't be forgotten and you're now to your place, where you belong, beside the Lord
from an italian Catholic 🇮🇹🙏",False
"No yelling, no acting crazy, just good arguments which is very refreshing.",False
Rest in Peace Charlie 🕊️,False
"Really appreciate how you acknowledge ppl and not just ""destroy"" because you can. Instead you stand firmly with what you believe in with an open table. You have abilities to increase other humans capacities and I thank you for sharing your potential.",False
"I prefer the micro version of this vs the macro. If you are visiting my home I can ask you to leave or force you to leave if you say things that I find offensive. You are a guest. 
Now if you are a child of mine, while I may disagree with what you say you have every right to stay in the home.",False
"Rest in peace, Charlie. Thanks for all you did.",False
"I agree a lot with what Charlie says but saying a green card holder is a visitor is crazy. You can’t just jump to citizenship, you need that first. Crazy. So forget those people doing it the right way or what?",False
Thank you for educating them,False
The gaslighting is when MSM won’t say the word ILLEGALS and says ‘migrants’ instead.,False
"Imagine thinking about harming someone who went to young people, talked to them, and encouraged critical thinking. What an insanity!
I disagreed with several of Charlie Kirk's beliefs, but someone with such intelligence and capacity for dialogue will be sorely missed. RIP man.",False
"R.I.P. 
Your debates inspired people all over the world. This is what a public debate should look like. 2 well mannered people having calm and respectful conversation even though they disagree against each others. 
Always hope I will go to the US and debate you on sth we disagree, to explain our views to public, to show reasons from both sides to voters around the world. Sadly, it's not possible anymore.

Charlie Kirk left the world but his name and his inspiration will be remembered",False
"‘If you believe in something, you need to have the courage to fight for those ideas — not run away or try to silence them.’
– Charlie James Kirk

This quote captures the essence of his conviction, courage, and unwavering purpose. He embodied those qualities in everything he did.

⸻

He lived by those words. Today, we mourn his loss and honor his legacy by carrying that courage forward. Rest in peace, Charlie. 🕊️🇺🇸",False
"Liked the debate and liked the fact that the audience was being orderly and respectful as well.  Good stuff.  This is how we should be, talking out things.",False
Why do they all talk like that,False
Godbless Charlie Kirk,False
Charlie Australia needs you and trump,False
Nice conversation and debate for a change. Props to the student!,False
RIP to a real one,False
RIP Charlie.😢,False
"I came to the States when I was 13 on a green card. Went to school, graduated from high school with a 3.5 GPA, and always stayed out of trouble knowing I was here on a green card as a guest in this country. Became a citizen 14 years late and fell in love with a girl who was living in Mexico, we had a baby girl but, we did everything by the book. It took us 9 years to be together! I didn't want to bring a whole family and collect unemployment like most do. I worked hard, moved up at work multiple times, and bought a house to bring my family LEGALLY to this country. I don't understand how people just want freebies all the time..... like it's the government's job to help you or provide for your family.. IT'S NOT THAT HARD TO WORK AND DO THINGS THE RIGHT WAY.",False
"Wtf, that was actually really informative.",True
I still don't understand why someone would want to kill this man 😔 he was one of the few trying to heal the divide,False
These are the talks and debates that should be more viral. Sick of hearing brick wall against brick wall. This moves us forward.,False
RIP Charlie - We're gonna miss you. God bless (♥),False
Well done on listening…well done!,False
"My house, my rules. If you don't follow them I will tell you to leave.",False
"If you broke in you’re not a citizen. You don’t have a right to be here, especially you break in.

The terms are simple. Don’t make it complicated.",False
CHARLIE KIRK GRANDIOSA DIOS TE BENDIGA SIEMPRE,False
Thank you  Kirk,False
He will not be easily replaced and he will not be forgotten.   Once in a generation man.  🙌🙌,False
I can't even comprehend this. Rip Charlie 🙏,False
If you hate our country don't come here to study. Simple as that.,False
Rest in peace Charlie. Pics have now been released they will find him. You will always be remembered for fighting for your faith,False
a wasted education!,True
Rest in peace Charlie,False
He Sounds like a liberal robot,False
"They HATED how effective this guy was. Unbelievable, his channel has grown over a million followers since his death. RIP Charlie",False
"If he can't understand that BIG PICTURE, maybe he could understand an analogy. If he back talked his parent or broke rules as a child or an adult in his parent's home, he likely would NOT get kicked from the house BUT...if a VISITOR IN THE HOME  did something that was not acceptable as an invited guest, they WOULD LIKELY BE KICKED OUT!!! JEEZ, PRETTY SIMPLE TO ME!!!! WAKE UP, KIDDOS, GROW UP!!!!",False
I wish people would stop using big words if they don’t know how to use them,False
"IF YOU SEE THIS, PRAY FOR CHARLIE AND HIS FAMILY.❤",False
I enjoyed this man's debates. I hope America begins to realize that violence is no longer sectioned off in the ghettos of America. Anybody can get it... Anywhere. So watch what you say.,False
He was really nice good person Rest in peace,False
It was an extra time,False
"RIP MR. KIRK! Why doesn't anyone speak about the fact that if biden didn't let illegal people come in, we wouldn't be in this position and Charlie would be alive.",False
"""The best"" 💀",False
"This was a solid debate. This young man came ready. Although I agree with Charlie on this one. I really love how they both respected one another like men. Good job. RIP Charlie, you will be so missed brother.",False
He will be missed this is bad so so bad,False
Great video man! Ypu pointed out so many things that i never noticed before.  Good looking out for us man. Keep the great content coming bro!!,False
rest in peace Charlie.... you will be missed! Thank you for everything you stand for,False
Bruh since the South Park I really see the water drinking bit 😂😂,False
Rest in Peace Charlie Kirk,False
He got killed for this. Peaceful conversing.,False
"Rest in peace, Charlie Kirk. ❤️",False
rest in peace charlie,False
"this dude doesnt get emotional, he hears kirks full point without trying to cut him off, he isnt arguing, hes actually extremely intelligent and great as speaking, bravo bravo, this was a productive learning debate",False
"RIP Charlie, my heart is broken for your family & America's loss.",False
"That fellow was misguided and misinformed, but he remained respectful the entire time.  Good for him.  That does not always happen on college campi these days.",False
This is the best example I’ve watched of Charlie yielding.,False
What a tragedy.,False
We miss you Charlie,False
"Good, respectful debate.",False
"I hope this young man goes to the United Arab Emirates and holds a demonstration so he can be arrested, imprisoned, and deported. If you are a foreigner in a certain country, respect its laws.",False
That was actually super refreshing. I hope this kid benefits from this conversation and changes his views to something more reasonable.,False
The first young man is awesome. This is what we all want. Talk people.,False
Rip Charlie you will never be forgotten,False
Charlie is right on about this!,False
God stay with you Charlie十,False
God bless Charlie. Let’s keep the dialogue going. But really we need to study and educate ourselves so we can engage in a peaceful debate and vote accordingly.,False
Rip I will truly miss you man.,False
Kudos to that kid and Charlie. Great debate.,False
"Whether you agreed with his opinions or not, you can't help but admire the courage of his conviction and the internal fortitude to keep going forward even in the face of adversity. Charlie never encouraged violence of any kind only public discourse. He didn't deserve to leave this earth in such a horrific manner. I hope justice is served. Rest easy King.",False
Good argument dude. Very educated and well versed in the subject. Props for debating Charlie,False
Great Debate So Far❤,False
I love you Charlie!!,False
Visitors should have free speech too...,False
"good debate, no yelling just to people talking it out",False
Rip Charlie,False
RIP god bless you and your family😢,False
RIP hero :(,False
The young man is going places in life. To have such a respectful debate with another person in that format and not letting the pressure get to your emotions and just rely on basic facts shows how intelligent he is. Well done young sir even if I dont agree with you,False
Nice job to this guy. Thanks for speaking,False
Rest in peace Charlie. The only comfort is knowing God received you well. We love you,False
Rest in peace Charlie😢,False
"If all the debaters were as smart, articulate, and respectful as this young man, Charlie would have a much tougher time.",False
Impressed by this kid! He actually showed up ready!,False
None of those people said anything against the host country the U.S. but they criticized the state of Israel!!!,False
Deus tenha Misericórdia e te receba em seu Reino🙏,False
Rest in power Charlie,False
"Great discussion. Both sides were calm, collected, responded to each other's points, and while it may not have ended with minds changed they both had validity in their arguments.",False
"Kid's here to debate: asks well structured questions, he knows his stuff (no reading talking points off his phone), calm and collected.

Wish there was more of this guy on campus.",False
What about an immigrant who came in as a permanent resident and later became a citizen? Will they still be deported?,False
"Very respectful young man
Great to see healthy dwbate",False
What a hated man for helping Americas youth… it’s gone to the point where the own people who hated the ownership of guns used that as a weapon against him.,False
Long live Charlie❤,False
RIP I am so sorry.,False
RIP Charlie Kirk ❤,False
We have lost a great leader. RIP,False
Miss u charlie,False
Rip Charlie your a legend 💔,False
RIP Charlie!!!,False
Rest in Peace Charlie. Looking forward to meeting you on the other side with our Lord Jesus,False
🙏 ❤ Charlie  Kirk thssssss,False
Unite for the benefit of our people..   Unite for the benefit of our children...Unite....Unite....Unite......We should be loving each other and not profiting from polarization.,False
Rip good sir,False
God bless you charlie,False
"We love you Charlie. This spiritual battle will be defeated by us. Team Jesus/team truth. We are not stopping and letting you die in vain. Fulton Sheen said, for every gesture for good there's an opposing sinister activation. Charlie was and is a light hence this demonic reaction. The fight against evil continues.",False
"Came for the debate, stayed for the blonde mom in the second row.",False
Good respect,False
Your banner has seen better days Chuck,False
"Hi I am Angelo III using my mom's YouTube channel for the moment. The only time I was able to again watched Charlie Kirk's videos is when I watched the video where he was killed. Because my brother and sister told me that Charlie got killed. I remember the first time watching his videos, he's a blessing from God.",False
This student is very intellectual and bold,False
Rip Charlie Kirk,False
Poor child..,True
"Wow, never thought I would ever hear Charlie say ''You made a good point'' to a liberal college kid, the world is healing lol =XD",False
"You will be missed, I’ll continue to watch your videos",False
Never heard a time charlie Kirk change his mind or admit he's wrong. You can't be a real truth seeker if you get closed off as soon as there's a good argument,False
Very good debate. I miss Charlie.,False
I missed you already Charlie. Rip.,False
He sounds like hiccup from how to train a dragon,False
"Nice debate - CK is clearly smart and recognises that the deportations could lead to significant abuse. The student asking the question makes a great point which is that it is potentially already being abused and more fundamentally, the police patrolling student protests and requesting to see papers is a chilling place for the US to find itself in.",False
"While I don’t agree with the student, I have to give credit where credit is due. His opinions were well thought out and articulated. The calmness that he presented actually made you WANT to hear his side. While he didn’t sway me in any way, I commend him and Charlie for this debate. Hey if you find this kid get him back on! I’d definitely listen.",False
"he almost lost the plot at the end there, its nice when they do listen to reason rather than start crashing out",False
RIP Charlie Kirk,False
Rest in peace bro 🕊😭🙏🏼,False
"The constitution says ""We The People"" doesn't say citizens and doesn't say limited.",False
There are NO SUSPECTS.,False
"Countless of videos, I'm still waiting to see this ""hate speech"" that the wokes are talking about",False
"Charlie's life was taken (stolen) too soon.  I so badly wanted to one day vote for Charlie for President and he would have won, Charlie was the voice of reason this Country desperately needs, what a tremendous loss, I am heartbroken.  Love to Erika and the children, we will love you forever Kirk family, we got you!👼👼♥♥♥",False
Niech bóg błogosławi Twoją rodzinę ❤. Dziękuję za wszystko co zrobiłeś dla dla ludzkości! ❤️ kochamy Cię ❤️,False
RIP CHARLIE KIRK...,False
Why did you have to go to Utah bro😕,False
"There has been a lot of violence against US Citizens vs. illegal immigrants, its not ok and it's not being taken seriously enough to stop it.😢",False
wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo charlie kirk,False
RIP... i didnt agree with all your thoughts but you were  excellent at public debating.  Hopefully the feds find your killer soon.,False
RIP Charlie,False
Channel should be providing the link to the full debate session at that school in the video description. Anyone know what school this is for me to look up the full debate?,False
reeeally smart one,False
That guy was great. A nice change from the usual Jerry Springer types,False
The young man is very polite,False
We can all  agree that Mr. Charlies Kirk is some that close to Socrates of modern day,False
Charlie you were so incredible. Thank you for being an example for all peoples of how to love each other regardless of what we believe. I feel so blessed to have finally met you before now. But I know that you signed up with God and Jesus to fulfill a job to help save our world. 🤩,False
Wait. Where are you guys located at with jackets on? I’m in Dallas Texas and it’s in the 90’s feels like triple digit weather. You won’t need a jacket here until end of October,False
Rest in peace 🙏,False
"May all your videos continue to Inspire... May Peace and Blessings BE with your family and friends in Jesus Christ name I pray this, Much love everyone, and Thank You Charlie's parents for your son. He helping me in so many ways..... sincerely a stranger.",False
He was such a stud,True
"I always look at how strict other countries are with their borders. My only gripe is our former genius President let a bunch of people go through hell and back to make it to the US. They should at least have the chance to prove themselves good citizens. If they are convicted of doing crimes, no questions asked deport. Or if they’ve been in the country for years and haven’t made an attempt to naturalize or pay taxes, just taking advantage… Deport.",False
RIP Charlie.,False
should NEVER DEPORT ANYONE FOR DISAGREEING WITH POLITICAL VIEWS,False
Rest in peace,False
"Charlie is right about the point that international students and visitors shouldn't indulge in any political activities whether it's against USA or pro USA. And they should be informed about these rules well in advance before they arrive. 

Imagine someone who arrived just a couple of months ago protesting against the country's foreign policy or a democratically elected government.

As far as green card holders are concerned, some time limit could be set (like 10 or 12 yrs) in order to have access to voting rights. This much time should be enough for a person to understand the basics of that society....

If the highest number of immigrants and international students are going to the USA then the country must doing something really good. And it's the responsibility of every immigrant and international student to avoid creating friction with the local cultures, values, ethics and law....",False
That’s a terrible argument. Being conservative doesn’t equate to support for enemies.,False
"Great debate, but the bottom line is: this is why we voted for Trump.",False
No lo conocia😢 pero ahora me gustaría  conocerlo❤ sus ideas estan vivas,False
Damn that guy clearly has some intelligence and was very good at articulating and was very respectful. I don't agree with him but that was a perfect example on how these debates really should be going.,False
This young man will grow out of liberalism when he buys his first home.,False
But the government are the ......,False
I would rather kms than live in US forever,False
Rip Charlie Kirk. 😢 damn,True
"rest in pece bro,",False
He still doesn't get it... but at least he doesn't go off in a tirade...,False
Universalising the maxim. Nice,False
"10/09/2025 4:35 Hours. I just found out he was killed. I'm from Venezuela, and I used to listen to his debates and I loved them. 💔💔💔",False
"No yelling screaming thrashing,  while I don't agree, your demeanor makes me listen instead of cringe. You're going places",False
"Props to the kid for being articulate, respectful, and rational. Didn't agree with him, but this is the best of free speech in action. RIP CK.",True
RIP charlie,False
Both great points,False
He is respectful to begin with as well.,False
"""Why am I in support of it?"" - because its his side doing it",False
"I hope you are alright, Charlie. I am no believer in faith, but I still have hope you are okay. People like you that offer clean and respectful debate should not be attacked like you were today. We can disagree, but it should never be ending in a death sentence.

May your God have mercy on you, and give you more time with your family here on Earth. Best Wishes.",False
He made some excellent points.,False
Those with student visas AGREE to the terms and restrictions on their Visa.,False
"If I had been a patriot or someone who adhered to the decisions of cartographers, I would have flown back to Europe instead of living in the United States, a land originally belonging to Native Americans rather than Europeans who now call themselves Americans.",False
"Rip Charlie, “the blood of a martyr is the seed of the church”.

The idea is that the sacrifice of martyrs is not a defeat for the faith but a powerful testament that converts others. Like a seed, the death of a martyr produces new Christians, leading to greater numbers. 
With his death will come a new wave of devoted Christians. May god bless you all that see this and may god rest Charlie’s Soul Amen 🙏🏼🕊️",False
"Charlie gave EVERYONE opportunity,,,,Charlie also educated EVERYONE without PREJUDICE

🚨 this person (young man in black speaking) needs to be recognized as a very intelligent, well spoken and respectful. He shared outstanding content that makes us think “what if” in certain circumstances without being hateful or insulting. This is the way debates should. We can disagree without violence. Much respect to this young man who spoke 🫡",False
Rest in peace legend,False
Rules are Rules.  If you break them you should be 'set off the field'.  Why is that so hard to understand ?,False
"As a legal immigrant, I know full well that any visas and even green card are all conditional. When you go to an American embassy, they can reject your visa without any explanation whatsoever.",False
"Love to hear well articulated arguments. Smart person, wish more people from the left were like this",False
5:35 The most important part.,False
Someone that can actually debate with Charlie wow you don’t see many of them on here,False
"I would love to hear more of this young mans thoughts on opposing views as he brings clear ideas and points to make his argument worth considering. I pause these videos after someone makes a point of contention to verbalize my thoughts and then proceed with the video just to see where my thoughts and views lie as if I was in this debate.

I wish more lefty's were like him, we'd be able to have so much more progress.",False
They  killed a future  Peesidential candidate.,False
A foreigner in the US on a student visa has applied to be a student not a political activist. Foreigners that want to engage in political activism can get an equivalent visa. Foreigners have to engage in the activities prescribed by their visa.,False
who was the person that needed medical help and what was the backstory? If anyone in the comments knows...,False
Freedom not comes free.,False
"No wonder this guy was taken out 
He actually truly wanted to MAGA unlike that other shill in power who is more MIGA",False
참 애국자이면서 훌륭한 청년이다.,False
"As an Australian, i did a private security job in 2014 for a wealthy blokes 16 yo daughter. 

My 2nd guard that arrived way late, later informed me he was a Iraqi sniper,  then he showed me illegal and hidden  knives on him. 

Yep a 16yo girls birthday interrupted by armed police.",False
That kid went to the prom with his mom.,False
It is “We the People OF the United States” not  “We the People IN the United States”,False
Most countries will deport any non citizen who protests.,False
Can’t get no merch now scalpers,True
This young man has asked good questions.,False
Debate Nick Fuentes,False
Watched this video and 30 later I found out he got shot and killed as I was watching this wtf,True
RIP CHARLIE,False
Charlie RIP.,False
Many states have stop and check laws in Nevada a cop ask to see your id you not giving it is against the law,False
"When I came to US many years ago holding a student visa, I do remember the very first orientation at school, admins went over basic rules:
1. If you change your address, you need to report your new address to the immigration office. Otherwise you will violate your visa conditions and may be deported.
2. If you commit a crime, or charged with a crime, or arrested in suspicion of a crime, your visa might be revoked and you may be deported.
3. You cannot vote. If you register to vote, Federal Government interprets it as ""pretending to be a citizen"". It is a serious federal offense.
4. You cannot be on jury duty. If you fail to return jury summons indicating you are not citizen, again Federal Government interprets it as ""pretending to be a citizen"". It is a serious federal offense.

It was crystal clear to me and all of my classmates. We are here as visitors, we are given certain privileges and we need to follow the rules that comes with them. If we break the rules, consequence is clear - visa will be revoked, and must leave the country.

Also he is wrong about green card. Green card provides you visa free entrance, and work (payment) privileges. It is not citizenship. It is also given provisionally - in a lot of cases - so it has an expiration date. This allows the Federal Government to reassess your behavior.

I cannot comprehend how something clear, fair, and reasonable became such an illogical and delusional argument.",False
Look civil disagreement and were getting along.,False
0:01 *puts mic down*,False
"Any individual that visit or decide to live in a country out of its nature nacionality, has to be  a love builder not a love destroyer.",False
"I'm on neither side of the political spectrum (a secret, third option if you will), but I so wish all debates looked like this. Both participants respectful, actually listening to one another and addressing their points meritorically. Especially impressed by ""we just disagree, and that's fine"". This is what happens when people discuss a problem from different perspectives to triangulate a solution, as opposed to the usual identity-based emotional tug-of-war, where the subject of the matter is irrelevant, and all that matters is which of the participants ends up looking ""stronger"".",False
I give a lot of credit to the student for not going up there making himself look like a total asshole. He was well-behaved. He kept it polite and professional,True
I really hate this idea both sides bring up where you can't exercise/pass a law because the other side can abuse that law in the future.,False
"Charlie never gave out hate speech, but someone hated his speech so much to kill him! When’s this violence going to end? A divided house will fall…Prayers for Charlie’s courageous soul and for his family and friends!",False
"This is the first time I saw someone win against Kirk, congratulations.",False
"I felt this young man held himself well. I was impressed. Part of me wished Charlie would have let Alex flesh out some of his thoughts more, it sounded to me like he was cutting the young man off before hearing what he had to say in totality. Overall though, a very productive example of how to hold a disagreement between two people. Bravo.",False
This student was great I applaud him and his views,False
DYLAN ROOF was a life long conservative. He took the life of 9 parishioners...,False
"3:27 Imagine getting a student visa to the greatest country on earth. Then going to one of the best colleges in that country. If you have free time to take part in any protest on campus that will not benefit you or anyone in an 8,000 mile radius.......you should be sent home immediately to protest as much as you want.",False
What was going on off to the side??🧐,False
The young chap broke CK …,True
Richtig ich würde mich freuen wenn Deutschland es so sehen könnte ohne gleich als Nazis zu gelten 😢,True
Rip charlie kirk,False
"So what happens to that student who goes through the process, becomes a US citizen and still supports Hamas (assuming they were on the fence on supporting Hamas while a student)? How is that different from a born US citizen supporting Hamas?",False
They can have a gun just can’t buy from ffl buy from private seller with a Florida driver license any thoughts,False
When are you gonna debate Nick Fuentes?,False
When i grow up im joining border patrol for this country,False
"Rest in Paradise, Charlie. You will have an ever-lasting and profound impact on myself and millions of others across the world. We will miss your soul, but will continue to fight the good fight.",False
Judging before watching. This kid looks like someone we’d see on the news for going pew pew pew.. but great respect for the lad!,False
ACCCCTUUUALLLLYYYYYY,False
Here after the murder,False
I like the way he addressed him as Mr kirk regardless of the young mans point of view and agree or not he came in to the debate with something that we should all try to do in life and thats respect for people understand listen learn listen agree or not we all have an opinions i dont agree with the young man but i will listen him because or tney way hes conducting himself if he was screaming ect like a lot do to Mr Kirk with no substance or fact,False
"Hmm, seems like this kid is using college for what it's for, learning.  He was respectful yet firm in his reasoning.  Guessing he'll use this clip to get into law school, and for that, bravo!",False
Common sense,False
Non immigrants have 1st Amendment protection. Being deported is not a civil rights violation.,False
"why ? until his entire question was asked, could chuck not give him the respect of full and undivided attention ? instead he sat - peacocking maybe ?",False
The world is going to shit RIP,True
I know the kid was impressive but tbh Charlie actually impressed me the most by admitting the kid had great points. Normally he doesn't cave in like that.,False
